Compose([
  RemoveFreeColumns([30, 108, 444, 943, 1264]),
  RemoveDuplicatedEdges(),
  RemoveIsolatedNodes(),
  NormalizeFeatures(),
  SVDFeatureReduction(1100)
])
(2480, 1100)
# Run(61):
	cv_params={'layer': [2], 'hidden': [32, 64, 128], 'net': [<class 'models.GCNConv'>, <class 'models.GraphSAGE'>, <class 'models.GIN'>], 'lr': [0.0001, 0.001, 0.01], 'epoch': [150, 250, 500]},
	lr_decay=0.9,
	decay_steps=50,
	weight_decay=0.0005,
	n_folds=15,

# Evaluating model(0): {'epoch': 150, 'hidden': 32, 'layer': 2, 'lr': 0.0001, 'net': <class 'models.GCNConv'>}
{'fold': 0, 'epoch': 50, 'train_loss': 1.9324843883514404, 'val_loss': 1.9263713359832764, 'test_acc': 0.0882352963089943}
{'fold': 0, 'epoch': 100, 'train_loss': 1.930180311203003, 'val_loss': 1.9202518463134766, 'test_acc': 0.14705882966518402}
{'fold': 0, 'epoch': 150, 'train_loss': 1.9250025749206543, 'val_loss': 1.9143223762512207, 'test_acc': 0.14705882966518402}
{'fold': 1, 'epoch': 50, 'train_loss': 1.9323261976242065, 'val_loss': 1.9268345832824707, 'test_acc': 0.3030303120613098}
{'fold': 1, 'epoch': 100, 'train_loss': 1.926718831062317, 'val_loss': 1.9216454029083252, 'test_acc': 0.3030303120613098}
{'fold': 1, 'epoch': 150, 'train_loss': 1.922019600868225, 'val_loss': 1.916772484779358, 'test_acc': 0.3030303120613098}
{'fold': 2, 'epoch': 50, 'train_loss': 1.9102253913879395, 'val_loss': 1.9122860431671143, 'test_acc': 0.3030303120613098}
{'fold': 2, 'epoch': 100, 'train_loss': 1.913191556930542, 'val_loss': 1.9083104133605957, 'test_acc': 0.3030303120613098}
{'fold': 2, 'epoch': 150, 'train_loss': 1.9077690839767456, 'val_loss': 1.9043493270874023, 'test_acc': 0.3030303120613098}
{'fold': 3, 'epoch': 50, 'train_loss': 1.9538955688476562, 'val_loss': 1.9489089250564575, 'test_acc': 0.1515151560306549}
{'fold': 3, 'epoch': 100, 'train_loss': 1.949427604675293, 'val_loss': 1.9433197975158691, 'test_acc': 0.1515151560306549}
{'fold': 3, 'epoch': 150, 'train_loss': 1.9449256658554077, 'val_loss': 1.9375786781311035, 'test_acc': 0.1515151560306549}
{'fold': 4, 'epoch': 50, 'train_loss': 1.9114558696746826, 'val_loss': 1.9079569578170776, 'test_acc': 0.3030303120613098}
{'fold': 4, 'epoch': 100, 'train_loss': 1.9038747549057007, 'val_loss': 1.9005903005599976, 'test_acc': 0.3030303120613098}
{'fold': 4, 'epoch': 150, 'train_loss': 1.8984829187393188, 'val_loss': 1.8936508893966675, 'test_acc': 0.3030303120613098}
{'fold': 5, 'epoch': 50, 'train_loss': 1.9533239603042603, 'val_loss': 1.949078917503357, 'test_acc': 0.1818181872367859}
{'fold': 5, 'epoch': 100, 'train_loss': 1.9472709894180298, 'val_loss': 1.94251549243927, 'test_acc': 0.1818181872367859}
{'fold': 5, 'epoch': 150, 'train_loss': 1.9396413564682007, 'val_loss': 1.9361764192581177, 'test_acc': 0.1818181872367859}
{'fold': 6, 'epoch': 50, 'train_loss': 1.9568169116973877, 'val_loss': 1.9566367864608765, 'test_acc': 0.12121212482452393}
{'fold': 6, 'epoch': 100, 'train_loss': 1.9525353908538818, 'val_loss': 1.9495595693588257, 'test_acc': 0.12121212482452393}
{'fold': 6, 'epoch': 150, 'train_loss': 1.9437891244888306, 'val_loss': 1.942032814025879, 'test_acc': 0.12121212482452393}
